Batch,Agent,Date,Retail_ID,Location,Retailer,GPU model,GPU Category,Manufacturer,Variant,Price,Currency,Price_type,Availability,Quantity,Restock_date,Source,Confidence,Evidence
1,Francyn,9/9/2026,WMKIS3,"577 Oak Villa Blvd Baton Rouge, LA 70815",Computer Heaven,GeForce RTX 5060,desktop_discrete,NVIDIA,Gigabyte,699.0,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,high,"“We have the Gigabyte, like 50-60.” / “For $699.”"
1,Francyn,9/9/2026,WMKIS3,"577 Oak Villa Blvd Baton Rouge, LA 70815",Computer Heaven,GeForce RTX 5050 Ti,desktop_discrete,NVIDIA,Not stated,799.0,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,medium,"“The 5050 Ti for $899. I mean $799, I'm sorry.”"
1,Francyn,9/9/2026,VD268X,"900 Horton Rd, Jackson, MI 49203",ProTech Computers,GeForce RTX 5050,desktop_discrete,NVIDIA,Not stated,269.95,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,high,“I have a 5050 open box” / “for $269.95.”
1,Francyn,9/8/2026,9QA5MC,"1415 NE Douglas St, Lee's Summit, MO 64086, United States",Paymore,Radeon RX 7600 XT,desktop_discrete,AMD,ASRock,389.99,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,“Our Overland Park location does have a... 7600?” / “The 7600XT” / “It's as rock.” / “Can we only have one” / “389.99.”
1,Princess,9/7/2026,OE5Q6Z,"Q233+5F New York, USA",B&H Foto & Electronics Corp.,GeForce RTX 5060,desktop_discrete,NVIDIA,ASUS Dual OC,469.99,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,"“Mainly from ASUS, we have like the 5060 Dual OC graphics card” / “$469.99” / “There's only one unit”"
1,Princess,9/7/2026,OE5Q6Z,"Q233+5F New York, USA",B&H Foto & Electronics Corp.,GeForce RTX 5060,desktop_discrete,NVIDIA,ASUS Triple Fan,489.0,USD,Listed_price,in_stock,3,Not stated,Call transcript,high,“another model called a three fan for $489” / “three units of the one that is $489”
1,Princess,9/8/2026,IHY1A0,"1016 Union Rd, West Seneca, NY 14224, United States",PC Plug,GeForce RTX 5070,desktop_discrete,NVIDIA,PNY OC,769.0,USD,Listed_price,in_stock,2,Not stated,Call transcript,high,"“I carry the PNY OC.” / “769.” / “2.” / “Yes, retail packaging.”"
1,Princess,9/8/2026,L3N4P1,"8548 University City Blvd Charlotte, NC 28213",PayMore,GeForce GTX 1650,desktop_discrete,NVIDIA,Not stated,109.0,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,"“I have a 1650, I have a 2060, I have a 1660” / “a GTX 1650, that's listed for $109” / “One of each.”"
1,Princess,9/8/2026,L3N4P1,"8548 University City Blvd Charlotte, NC 28213",PayMore,GeForce RTX 2060,desktop_discrete,NVIDIA,Not stated,152.0,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,“I have a RTX 2060.” / “Listed for $152.” / “One of each.”
1,Princess,9/8/2026,L3N4P1,"8548 University City Blvd Charlotte, NC 28213",PayMore,GeForce GTX 1660 Super,desktop_discrete,NVIDIA,Not stated,144.0,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,“I have a GTX 1660 Super listed for $144.” / “One of each.”
1,Princess,9/8/2026,X4DDI9,"10610 Metromont Pkwy Suite 100, Charlotte, NC 28269",ATD Computers,GeForce RTX 5070 Ti,desktop_discrete,NVIDIA,PNY OC RGB,,USD,Listed_price,in_stock,2,Not stated,Call transcript,high,"“We do have some 5070 TIs” / “$1,099” / “PNY OC RGB 5070 Ti” / “we have two of the 5070 TIs”"
1,Princess,9/8/2026,X4DDI9,"10610 Metromont Pkwy Suite 100, Charlotte, NC 28269",ATD Computers,GeForce RTX 4070 Super,desktop_discrete,NVIDIA,MSI Gaming X Slim,899.0,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,“MSI Gaming X Slim 4070 Super” / “we just have one of those left” / “going for $899”
1,Princess,9/8/2026,X4DDI9,"10610 Metromont Pkwy Suite 100, Charlotte, NC 28269",ATD Computers,Radeon RX 9060 XT,desktop_discrete,AMD,ASRock Challenger,599.0,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,"“ASRock Challenger AMD Radeon 9060XT” / “going for $599” / “for everything else, we just have one each”"
1,Princess,9/8/2026,X4DDI9,"10610 Metromont Pkwy Suite 100, Charlotte, NC 28269",ATD Computers,GeForce RTX 5060,desktop_discrete,NVIDIA,Gigabyte,479.0,USD,Not_stated,in_stock,1,Not stated,Call transcript,high,"“we also have an RTX 5060, that's a gigabyte” / “for everything else, we just have one each”"
1,Princess,9/8/2026,UJEFUU,"4731 Levick Street, Philadelphia, PA - 19135",InOs Computers,GeForce RTX 5060,desktop_discrete,NVIDIA,Not stated,441.0,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,medium,“We have one at ... 441 right now” / later discussion confirms the 5060
1,Princess,9/8/2026,UJEFUU,"4731 Levick Street, Philadelphia, PA - 19135",InOs Computers,GeForce RTX 4060,desktop_discrete,NVIDIA,ASUS Dual,,USD,Not_stated,in_stock,Not stated,Not stated,Call transcript,high,"“we have an Asus dual” / “we have an Asus dual, but why would you get a 4060?”"
1,Princess,9/8/2026,UJEFUU,"4731 Levick Street, Philadelphia, PA - 19135",InOs Computers,Radeon RX 6800,desktop_discrete,AMD,Not stated,,USD,Not_stated,in_stock,Not stated,Not stated,Call transcript,low,“Is the 6800 available?” / “I think we have an XP.”
1,Princess,9/7/2026,EY5XK6,"2101 W 41st St Sioux Falls, SD 57105",Best Buy,GeForce RTX 5060,desktop_discrete,NVIDIA,Not stated,449.0,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,high,"“We have some 50-60s” / “starting with the 5060, that one's currently priced at $449.”"
1,Princess,9/7/2026,EY5XK6,"2101 W 41st St Sioux Falls, SD 57105",Best Buy,GeForce RTX 5060 Ti,desktop_discrete,NVIDIA,Not stated,789.0,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,high,"“We have some ... 5060ti's” / “The 5060 Ti, you're gonna jump up to $789.”"
1,Princess,9/7/2026,EY5XK6,"2101 W 41st St Sioux Falls, SD 57105",Best Buy,GeForce RTX 5070,desktop_discrete,NVIDIA,Not stated,949.0,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,high,“We have some ... 5070s” / “A 5070 is priced at $949.”
1,Princess,9/7/2026,EY5XK6,"2101 W 41st St Sioux Falls, SD 57105",Best Buy,GeForce RTX 5070 Ti,desktop_discrete,NVIDIA,Not stated,,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,high,"“We have some ... 5070ti's” / “a 5070 Ti will jump up to $1,249.”"
1,Princess,9/7/2026,EY5XK6,"2101 W 41st St Sioux Falls, SD 57105",Best Buy,GeForce RTX 5080,desktop_discrete,NVIDIA,ASUS,,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,high,"“The 5080 ... priced at $1,699” / “That's one of the Asus ... options.”"
1,Princess,9/7/2026,EY5XK6,"2101 W 41st St Sioux Falls, SD 57105",Best Buy,GeForce RTX 5080,desktop_discrete,NVIDIA,PNY,,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,high,"“We do have the PNY option ... priced at $1,699” / “That's one of the ... PNY options.”"
1,Princess,9/7/2026,EY5XK6,"2101 W 41st St Sioux Falls, SD 57105",Best Buy,GeForce RTX 5080,desktop_discrete,NVIDIA,Not stated,,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,medium,"“one used option, which is priced at $2,099” / later clarified all three 5080 options are different brands/versions; exact brand for the $2,099 option not established."
1,Princess,9/8/2026,MLOIX4,"2320 N Haines Ave Rapid City, SD 57701",Best Buy,GeForce RTX 5060,desktop_discrete,NVIDIA,PNY,449.0,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,"“I do have, I have a PY source of RTX 5060.” / “I have that one in stock” / “449 for the 5060” / “there's one of each in there.”"
1,Princess,9/8/2026,MLOIX5,"2320 N Haines Ave Rapid City, SD 57701",Best Buy,GeForce RTX 5060 Ti,desktop_discrete,NVIDIA,MSI,599.0,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,“I am MSI.” / “599 for the 5060 Ti.” / “there's one of each in there.”
1,Princess,9/8/2026,MLOIX6,"2320 N Haines Ave Rapid City, SD 57701",Best Buy,GeForce RTX 5060 Ti,desktop_discrete,NVIDIA,PNY,499.0,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,medium,“I just found another 5060 Ti that was $499.” / “the PNY one would be a little better.”
1,Princess,9/8/2026,MLOIX7,"2320 N Haines Ave Rapid City, SD 57701",Best Buy,GeForce RTX 5070,desktop_discrete,NVIDIA,MSI,849.0,USD,Approximate_price,in_stock,Not stated,Not stated,Call transcript,high,"“for 5070, I do have a 5070 and MSI brand.” / “It starts at about $849.”"
1,Princess,9/8/2026,MLOIX8,"2320 N Haines Ave Rapid City, SD 57701",Best Buy,GeForce RTX 5070 Ti,desktop_discrete,NVIDIA,Gigabyte,,USD,Approximate_price,in_stock,Not stated,Not stated,Call transcript,high,“I have a 5070 Ti in gigabyte Nvidia GeForce RTX.” / “I have in stock.” / “it starts at about 12:49.”
1,Francyn,9/8/2026,DOTHDA,"2520 S Minnesota Ave, Sioux Falls, SD 57105",PC Gold,GeForce RTX 5060,desktop_discrete,NVIDIA,MSI,449.0,USD,Listed_price,in_stock,2,Not stated,Call transcript,high,“we carry MSI and Gigabyte” / “they are running 449 currently” / “We have two of each available”
1,Francyn,9/8/2026,DOTHDA,"2521 S Minnesota Ave, Sioux Falls, SD 57105",PC Gold,GeForce RTX 5060,desktop_discrete,NVIDIA,Gigabyte,449.0,USD,Listed_price,in_stock,2,Not stated,Call transcript,high,“we carry MSI and Gigabyte” / “they are running 449 currently” / “We have two of each available”
1,Francyn,9/8/2026,DOTHDA,"2522 S Minnesota Ave, Sioux Falls, SD 57105",PC Gold,GeForce RTX 5060 Ti,desktop_discrete,NVIDIA,MSI,749.0,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,high,“we also have the 5060 Ti's in MSI and Zotac” / “those are on $749”
1,Francyn,9/8/2026,DOTHDA,"2523 S Minnesota Ave, Sioux Falls, SD 57105",PC Gold,GeForce RTX 5060 Ti,desktop_discrete,NVIDIA,Zotac,749.0,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,high,“we also have the 5060 Ti's in MSI and Zotac” / “those are on $749” / “we have three of those total”
1,Francyn,9/8/2026,DOTHDA,"2524 S Minnesota Ave, Sioux Falls, SD 57105",PC Gold,Radeon RX 9060 XT,desktop_discrete,AMD,Gigabyte,359.0,USD,Listed_price,in_stock,1,Not stated,Call transcript,medium,"“we have one 9060 XT, Gigabyte brand” / “Round 359.”"
1,Francyn,9/8/2026,7B9J5K,"3215 Belmeade Dr, Carrollton, TX 75006, United States",Altex Belmeade,GeForce RTX 5060,desktop_discrete,NVIDIA,MSI,419.0,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,“I've got a 5060 for $419” / “MSI” / “One.”
1,Francyn,9/8/2026,7B9J5K,"3215 Belmeade Dr, Carrollton, TX 75006, United States",Altex Belmeade,GeForce RTX 5060,desktop_discrete,NVIDIA,ASUS,414.0,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,medium,“I've got a 5060 for $419 and one for $414.” / “MSI and Asus.”
1,Princess,9/8/2026,2J6D6C,"18670 Northwest Fwy, Houston, TX 77065, United States",Altex Houston,GeForce RTX 5070,desktop_discrete,NVIDIA,MSI Shadow 3X,829.0,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,"“I have one 5070, and it's the MSI Shadow 3X GeForce RTX 5070.” / “That one is 829.”"
1,Princess,9/8/2026,2J6D6C,"18670 Northwest Fwy, Houston, TX 77065, United States",Altex Houston,GeForce RTX 5080,desktop_discrete,NVIDIA,ASUS Prime,,USD,Approximate_price,in_stock,1,Not stated,Call transcript,high,“I have one ASUS Prime GeForce RTX 5080.” / “Those run about $1600.”
1,Princess,9/8/2026,2J6D6C,"18670 Northwest Fwy, Houston, TX 77065, United States",Altex Houston,GeForce RTX 5070 Ti,desktop_discrete,NVIDIA,MSI Shadow 3X,,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,high,"“I have the MSI also Shadow 3X RTX 5070 Ti for $1,200.”"
1,Princess,9/8/2026,2J6D6C,"18670 Northwest Fwy, Houston, TX 77065, United States",Altex Houston,Radeon RX 9070 XT,desktop_discrete,AMD,Not stated,849.0,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,high,“I have the RX 9070 XT for $849. I don't have the 9060.”
1,Princess,9/8/2026,E250DR,"11342 I-35 Frontage Rd, San Antonio, TX 78233, United States",Altex San Antonio,GeForce RTX 5080,desktop_discrete,NVIDIA,MSI,,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,“currently we actually have two” / “The 5080” / “One's an MSI for $1599” / later “I have one of each”
1,Princess,9/8/2026,E250DR,"11342 I-35 Frontage Rd, San Antonio, TX 78233, United States",Altex San Antonio,GeForce RTX 5080,desktop_discrete,NVIDIA,ASUS,,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,“The 5080” / “the other one's an ASUS for $1699” / “I have one of each”
1,Princess,9/8/2026,E250DR,"11342 I-35 Frontage Rd, San Antonio, TX 78233, United States",Altex San Antonio,GeForce RTX 5070,desktop_discrete,NVIDIA,ASUS,829.99,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,"“for the 5070” / “Both of them are also the same, Asus and MSI. Both of them are $829.99” / “I have one of each”"
1,Princess,9/8/2026,E250DR,"11342 I-35 Frontage Rd, San Antonio, TX 78233, United States",Altex San Antonio,GeForce RTX 5070,desktop_discrete,NVIDIA,MSI,829.99,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,"“for the 5070” / “Both of them are also the same, Asus and MSI. Both of them are $829.99” / “I have one of each”"
1,Princess,9/8/2026,E250DR,"11342 I-35 Frontage Rd, San Antonio, TX 78233, United States",Altex San Antonio,Radeon RX 9060,desktop_discrete,AMD,Not stated,509.99,USD,Listed_price,in_stock,1,Not stated,Call transcript,low,"“I do have a 960 called, so I have one of those. It's an AMD 960. 16GB for $509.99.”"
1,Princess,9/9/2026,GLT1WJ,"9914 N Interstate Hwy 35, Austin, TX 78753, United States",Altex Austin,GeForce RTX 5070,desktop_discrete,NVIDIA,ASUS,830.0,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,"“one model from Asus and one model from MSI” / “they're the same price, $829” / “We have one of each”"
1,Princess,9/9/2026,GLT1WJ,"9914 N Interstate Hwy 35, Austin, TX 78753, United States",Altex Austin,GeForce RTX 5070,desktop_discrete,NVIDIA,MSI,830.0,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,“one model from Asus and one model from MSI” / “$830” / “We have one of each”
1,Princess,9/9/2026,GLT1WJ,"9914 N Interstate Hwy 35, Austin, TX 78753, United States",Altex Austin,GeForce RTX 5080,desktop_discrete,NVIDIA,ASUS,,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,"“We have one 5080 available, manufactured by Asus.” / “And it's $1,700.”"
1,Princess,9/9/2026,GLT1WJ,"9914 N Interstate Hwy 35, Austin, TX 78753, United States",Altex Austin,Radeon RX 9070 XT,desktop_discrete,AMD,Not stated,,USD,Listed_price,in_stock,4,Not stated,Call transcript,high,“a couple different models of the 9070XTs” / “range in price from $770 up to $850” / “We've got a total of four.”
1,Princess,9/9/2026,W6I84K,"1337 W 43rd St, Houston, TX 77018, United States",Servers Fit,S200,desktop_discrete,NVIDIA,Not stated,,USD,Listed_price,in_stock,50,Not stated,Call transcript,high,"“we are offering S200 at $40,000” / “We have 50 available right now that are ready to ship.”"
1,Princess,9/9/2026,W6I84K,"1337 W 43rd St, Houston, TX 77018, United States",Servers Fit,A100,desktop_discrete,NVIDIA,Not stated,,USD,Listed_price,in_stock,100,Not stated,Call transcript,medium,"“100 available in refurbished condition at the price of $22,000” / later bulk discussion explicitly mentions “A100s”"
1,Princess,9/9/2026,W6I84K,"1337 W 43rd St, Houston, TX 77018, United States",Servers Fit,L40S,desktop_discrete,NVIDIA,Not stated,,USD,Listed_price,in_stock,150,Not stated,Call transcript,high,"“L40s available as well for the price of $8,000 in new condition” / “around 150 units that are ready to ship”"
1,Princess,9/9/2026,W6I84K,"1337 W 43rd St, Houston, TX 77018, United States",Servers Fit,GeForce RTX 4080,desktop_discrete,NVIDIA,Not stated,,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,high,"“we do a 4080 as well” / “NVIDIA is the source RTX” / “the price is like, you know, $3,000”"
1,Princess,9/9/2026,W6I84K,"1337 W 43rd St, Houston, TX 77018, United States",Servers Fit,GeForce RTX 4070,desktop_discrete,NVIDIA,Not stated,,USD,Listed_price,in_stock,Not stated,Not stated,Call transcript,low,"User asks “how about the 4070?” / agent says “RTX 70” and “those are available as well at a price of $1,300.”"
1,Princess,9/9/2026,NRNNDM,"14215 San Pedro Ave, San Antonio, TX 78232, United States",Altex Computers & Electronics,GeForce RTX 5070,desktop_discrete,NVIDIA,Gigabyte,489.0,USD,Listed_price,in_stock,9,Not stated,Call transcript,high,“I got a Gigabyte for $489. I got nine of those ready to go.”
1,Princess,9/9/2026,NRNNDM,"14215 San Pedro Ave, San Antonio, TX 78232, United States",Altex Computers & Electronics,GeForce RTX 5070,desktop_discrete,NVIDIA,MSI Shadow X3,489.0,USD,Listed_price,in_stock,4,Not stated,Call transcript,high,“I've got the MSI Shadow X3. It looks like there's four across my company for also $489.”
1,Princess,9/9/2026,NRNNDM,"14215 San Pedro Ave, San Antonio, TX 78232, United States",Altex Computers & Electronics,GeForce RTX 5070,desktop_discrete,NVIDIA,ASUS TUF Gaming OC,849.0,USD,Listed_price,in_stock,3,Not stated,Call transcript,high,"“the Asus TUF Gaming OC for $849 as well, and there's three across the company.”"
1,Princess,9/9/2026,NRNNDM,"14215 San Pedro Ave, San Antonio, TX 78232, United States",Altex Computers & Electronics,GeForce RTX 5080,desktop_discrete,NVIDIA,ASUS Prime,,USD,Listed_price,in_stock,5,Not stated,Call transcript,high,"“The ASUS Prime is $1,699 and there's five across the company.”"
1,Princess,9/9/2026,NRNNDM,"14215 San Pedro Ave, San Antonio, TX 78232, United States",Altex Computers & Electronics,GeForce RTX 5080,desktop_discrete,NVIDIA,MSI Shadow X3,,USD,Listed_price,in_stock,2,Not stated,Call transcript,high,"“the other one is $1,599, and there's only two across the company.” / Previous sentence identifies the other version as “the Shadow X3 from MSI.”"
1,Princess,9/9/2026,NRNNDM,"14215 San Pedro Ave, San Antonio, TX 78232, United States",Altex Computers & Electronics,Radeon RX 9060,desktop_discrete,AMD,ASRock Challenger,509.0,USD,Listed_price,in_stock,11,Not stated,Call transcript,high,"“The 9060, I only stock one version of. It's gonna be the ASRock, the Challenger.” / “Those are 509, and there's 11 across the company.”"
1,Princess,9/9/2026,NRNNDM,"14215 San Pedro Ave, San Antonio, TX 78232, United States",Altex Computers & Electronics,Radeon RX 9070 XT,desktop_discrete,AMD,ASUS Prime,849.0,USD,Listed_price,in_stock,2,Not stated,Call transcript,low,“It looks like we stock three different versions of that one. We've got the ASUS Prime.” / “I only have two of across the company at $849.”
1,Princess,9/9/2026,NRNNDM,"14215 San Pedro Ave, San Antonio, TX 78232, United States",Altex Computers & Electronics,Radeon RX 9070 XT,desktop_discrete,AMD,Sapphire Pulse,849.0,USD,Listed_price,in_stock,4,Not stated,Call transcript,low,"“There's the Sapphire Pulse, which there's four across the company at $849.”"
1,Princess,9/9/2026,NRNNDM,"14215 San Pedro Ave, San Antonio, TX 78232, United States",Altex Computers & Electronics,Radeon RX 9070 XT,desktop_discrete,AMD,ASRock White,769.0,USD,Sale_price,in_stock,9,Not stated,Call transcript,low,"“a couple stragglers of the ASRock white one for $769 on sale right now, and there's nine across the company.”"
1,Princess,9/9/2026,KUJDSA,"7502 N Loop 1604 W, San Antonio, TX 78249, United States",Altex,GeForce RTX 5070,desktop_discrete,NVIDIA,MSI Shadow,850.0,USD,Approximate_price,in_stock,1,Not stated,Call transcript,medium,"“we tend to carry the MSI Shadow, MSI Tempest, and Gigabyte” / “Currently, we only have one of each” / user confirms “850 dollar” and agent responds “850”"
1,Princess,9/9/2026,KUJDSA,"7502 N Loop 1604 W, San Antonio, TX 78249, United States",Altex,GeForce RTX 5070,desktop_discrete,NVIDIA,MSI Tempest,850.0,USD,Approximate_price,in_stock,1,Not stated,Call transcript,medium,"“we tend to carry the MSI Shadow, MSI Tempest, and Gigabyte” / “Currently, we only have one of each” / price discussion around “850”"
1,Princess,9/9/2026,KUJDSA,"7502 N Loop 1604 W, San Antonio, TX 78249, United States",Altex,GeForce RTX 5070,desktop_discrete,NVIDIA,Gigabyte,850.0,USD,Approximate_price,in_stock,1,Not stated,Call transcript,medium,"“we tend to carry the MSI Shadow, MSI Tempest, and Gigabyte” / “Currently, we only have one of each” / price discussion around “850”"
1,Princess,9/9/2026,KUJDSA,"7502 N Loop 1604 W, San Antonio, TX 78249, United States",Altex,GeForce RTX 4080,desktop_discrete,NVIDIA,ASUS Prime,,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,"“we do have the ASUS Prime, that is $1,700” / “I actually have two”"
1,Princess,9/9/2026,KUJDSA,"7502 N Loop 1604 W, San Antonio, TX 78249, United States",Altex,GeForce RTX 4080,desktop_discrete,NVIDIA,MSI Shadow,,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,"“we also have the Shadow, that is $1,600” / “I actually have two”"
1,Princess,9/15/2026,3ZJDUL,"5500 S Redwood Rd, Suite 203, Taylorsville, UT 84123",TamDoUS,GeForce RTX 5060,desktop_discrete,NVIDIA,MSI,320.0,USD,Listed_price,in_stock,1,Not stated,Call transcript,medium,"“But now we have 50[60].” / “MSI?” / “320 dollars.” / “Right now, we still have one.”"
1,Princess,9/10/2026,VJR0W0,"35 E 11400 S, Sandy, UT 84070",Best Buy,GeForce RTX 5060 Ti,desktop_discrete,NVIDIA,PNY,499.99,USD,Listed_price,in_stock,Not_stated,Not stated,Call transcript,high,“Available at the GeForce RTX 5060 Ti with 8GB of memory… This one is from NVIDIA and PNY. And the price is $499.99.”
1,Princess,9/10/2026,VJR0W0,"35 E 11400 S, Sandy, UT 84070",Best Buy,GeForce RTX 5060,desktop_discrete,NVIDIA,PNY,449.0,USD,Listed_price,in_stock,2,Not stated,Call transcript,high,"“The PNY 5060, the price is $449” / “there is two units that they have available.” Inventory was at Jordan Landing Boulevard."
1,Princess,9/10/2026,VJR0W0,"35 E 11400 S, Sandy, UT 84070",Best Buy,GeForce RTX 5070,desktop_discrete,NVIDIA,ASUS Prime,909.99,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,“For the 5070… we have the ASUS Prime NVIDIA. And the price is $909.99. We have one unit of that.”
1,Princess,9/10/2026,VJR0W0,"35 E 11400 S, Sandy, UT 84070",Best Buy,GeForce RTX 5070 Ti,desktop_discrete,NVIDIA,Gigabyte,,USD,Listed_price,in_stock,1,Not stated,Call transcript,high,"“One unit of the Gigabyte NVIDIA RTX 5070 Ti” / “They have one, and the price is $1,249 and 99 cents.” Inventory was at South Lake City."
1,Princess,9/10/2026,VJR0W0,"35 E 11400 S, Sandy, UT 84070",Best Buy,GeForce RTX 5080,desktop_discrete,NVIDIA,Not stated,,USD,Listed_price,in_stock,Not_stated,Not stated,Call transcript,medium,"“50-80, 50-80, 50-80, $1,699” / later: “All the way to the 5080 only, not the 5090.”"
1,Princess,9/10/2026,VJR0W0,"35 E 11400 S, Sandy, UT 84070",Best Buy,GeForce RTX 5090,desktop_discrete,NVIDIA,MSI,,USD,Not_stated,out_of_stock,Not_stated,Not stated,Call transcript,high,“It doesn't inventory for the MSI NVIDIA 5090” / “that one is not in stock in even nearby stores.”
1,Princess,9/10/2026,VJR0W0,"35 E 11400 S, Sandy, UT 84070",Best Buy,Radeon RX 9070 XT,desktop_discrete,AMD,Gigabyte,929.0,USD,Listed_price,in_stock,Not_stated,Not stated,Call transcript,high,“we have that one in stock for the Gigabyte Radeon RX 9070 XT. The price is $929.”
1,Jecirie,9/9/2026,DOOIW6,"11910 Meridian E, #D, Puyallup, WA 98373",Computer Citi,GeForce RTX 5060,desktop_discrete,NVIDIA,Not stated,700.0,USD,Listed_price,in_stock,1,Not stated,Call transcript,low,"“700, okay. And how many stocks do you have available?” / “The one.” The transcript does not clearly identify the brand/variant, and the model-to-price connection is somewhat unclear."
